language,topic,keyword,match_type,keyword_id
English,PUBLIC_HEALTH,vaccine choice,full_word,520
English,PUBLIC_HEALTH,vaccine deaths,full_word,521
English,PUBLIC_HEALTH,vaccine injuries,full_word,522
English,PUBLIC_HEALTH,vaccine mandates,full_word,523
English,PUBLIC_HEALTH,vaccine side effects,full_word,524
English,PUBLIC_HEALTH,vaccine victims,full_word,525
English,PUBLIC_HEALTH,vax,full_word,526
English,PUBLIC_HEALTH,vax death,full_word,527
English,PUBLIC_HEALTH,vaxx,full_word,528
English,PUBLIC_HEALTH,watch the water,full_word,529
English,PUBLIC_HEALTH,wuhan,full_word,530
English,PUBLIC_HEALTH,yellow fever,full_word,531
English,MIGRANTS,asylum seekers,full_word,532
English,MIGRANTS,attack europe,full_word,533
English,MIGRANTS,banderisation,full_word,534
English,MIGRANTS,borders,full_word,535
English,MIGRANTS,child migrants,full_word,536
English,MIGRANTS,civilization threat,full_word,537
English,MIGRANTS,danger civilisation,full_word,538
English,MIGRANTS,displacement,full_word,539
English,MIGRANTS,economic immigrants,full_word,540
English,MIGRANTS,economic migrants,full_word,541
English,MIGRANTS,economic impact of migration,full_word,542
English,MIGRANTS,europhobie,full_word,543
English,MIGRANTS,greece_defends_europe,full_word,544
English,MIGRANTS,greece_under_attack,full_word,545
English,MIGRANTS,great replacement,full_word,546
English,MIGRANTS,great remplacement,full_word,547
English,MIGRANTS,illegal,full_word,548
English,MIGRANTS,illegal alien,full_word,549
English,MIGRANTS,illegal aliens,full_word,550
English,MIGRANTS,immigrants,full_word,551
English,MIGRANTS,immigration law,full_word,552
English,MIGRANTS,immigration policies,full_word,553
English,MIGRANTS,integration programs,full_word,554
English,MIGRANTS,invasion,full_word,555
English,MIGRANTS,invasion europe,full_word,556
English,MIGRANTS,invaders,full_word,557
English,MIGRANTS,invade,full_word,558
English,MIGRANTS,migrant danger women,full_word,559
English,MIGRANTS,migrant killer,full_word,560
English,MIGRANTS,migrants,full_word,561
English,MIGRANTS,migration and development,full_word,562
English,MIGRANTS,migration management,full_word,563
English,MIGRANTS,migration patterns,full_word,564
English,MIGRANTS,migratory invasion,full_word,565
English,MIGRANTS,migrant children,full_word,566
English,MIGRANTS,migrant detention,full_word,567
English,MIGRANTS,migrant health,full_word,568
English,MIGRANTS,migrant rights,full_word,569
English,MIGRANTS,muslims,full_word,570
English,MIGRANTS,rape migrant,full_word,571
English,MIGRANTS,rape refugee,full_word,572
English,MIGRANTS,rapefugees,full_word,573
English,MIGRANTS,refugee camp,full_word,574
English,MIGRANTS,refugee crisis,full_word,575
English,MIGRANTS,refugee resettlement,full_word,576
English,MIGRANTS,refugee danger women,full_word,577
English,MIGRANTS,relocate,full_word,578
English,MIGRANTS,remigration,full_word,579
English,MIGRANTS,resettlement action,full_word,580
English,MIGRANTS,social care,full_word,581
English,MIGRANTS,social inclusion,full_word,582
English,MIGRANTS,terrorists,full_word,583
English,MIGRANTS,threat europe,full_word,584
English,MIGRANTS,threat west,full_word,585
English,MIGRANTS,threat western values,full_word,586
English,MIGRANTS,white genocide,full_word,587
English,MIGRANTS,xenophobia,full_word,588
French,CLIMATE_CHANGE,co2,full_word,589
French,CLIMATE_CHANGE,catastrophe environnementale,full_word,590
French,CLIMATE_CHANGE,villes sans voiture,full_word,591
French,CLIMATE_CHANGE,déversement de produits chimiques,full_word,592
French,CLIMATE_CHANGE,canular sur le changement climatique,full_word,593
French,CLIMATE_CHANGE,greta thunberg,full_word,594
French,CLIMATE_CHANGE,le réchauffement climatique,full_word,595
French,PUBLIC_HEALTH,adrénochrome,full_word,596
French,PUBLIC_HEALTH,anti-avortement,full_word,597
French,PUBLIC_HEALTH,anti-vaccin,full_word,598
French,PUBLIC_HEALTH,anticorps,full_word,599
French,PUBLIC_HEALTH,antivaxer,full_word,600
French,PUBLIC_HEALTH,arme biologique du ccp,full_word,601
French,PUBLIC_HEALTH,arrêt cardiaque,full_word,602
French,PUBLIC_HEALTH,asymptomatique,full_word,603
French,PUBLIC_HEALTH,aucun enfant vacciné,full_word,604
French,PUBLIC_HEALTH,auto-isolement,full_word,605
French,PUBLIC_HEALTH,avortement,full_word,606
French,PUBLIC_HEALTH,biotech,full_word,607
French,PUBLIC_HEALTH,blessures vaccinales,full_word,608
French,PUBLIC_HEALTH,caillot sanguin,full_word,609
French,PUBLIC_HEALTH,calendrier des vaccinations infantiles,full_word,610
French,PUBLIC_HEALTH,choix du vaccin,full_word,611
French,PUBLIC_HEALTH,code de nuremberg,full_word,612
French,PUBLIC_HEALTH,congé menstruel,full_word,613
French,PUBLIC_HEALTH,convention istanbul,full_word,614
French,PUBLIC_HEALTH,courbe épidémique,full_word,615
French,PUBLIC_HEALTH,covid-19 crimes contre l'humanité,full_word,616
French,PUBLIC_HEALTH,décès vaccin,full_word,617
French,PUBLIC_HEALTH,effets indésirables,full_word,618
French,PUBLIC_HEALTH,effets secondaires du vaccin,full_word,619
French,PUBLIC_HEALTH,essais cliniques,full_word,620
French,PUBLIC_HEALTH,extraterrestre,full_word,621
French,PUBLIC_HEALTH,fièvre jaune,full_word,622
French,PUBLIC_HEALTH,foetus,full_word,623
French,PUBLIC_HEALTH,fuites extraterrestres,full_word,624
French,PUBLIC_HEALTH,industrie pharmaceutique,full_word,625
French,PUBLIC_HEALTH,grippe wuhan,full_word,626
French,PUBLIC_HEALTH,homéopathique,full_word,627
French,PUBLIC_HEALTH,immunité collective,full_word,628
French,PUBLIC_HEALTH,influenceur anti-vaccin,full_word,629
French,PUBLIC_HEALTH,johnson et johnson,full_word,630
French,PUBLIC_HEALTH,vaccin variole,full_word,631
French,PUBLIC_HEALTH,masques esclaves,full_word,632
French,PUBLIC_HEALTH,mauvais médicament,full_word,633
French,PUBLIC_HEALTH,médecine naturelle,full_word,634
French,PUBLIC_HEALTH,médicament dangereux,full_word,635
French,PUBLIC_HEALTH,mort vaccin,full_word,636
French,PUBLIC_HEALTH,mutation virale,full_word,637
French,PUBLIC_HEALTH,non vacciné,full_word,638
French,PUBLIC_HEALTH,ordre du jour extraterrestre,full_word,639
French,PUBLIC_HEALTH,ovni,full_word,640
French,PUBLIC_HEALTH,pas de piqûre,full_word,641
French,PUBLIC_HEALTH,passeport covid,full_word,642
French,PUBLIC_HEALTH,patient zéro,full_word,643
French,PUBLIC_HEALTH,période d'incubation,full_word,644
French,PUBLIC_HEALTH,pro vie,full_word,645
French,PUBLIC_HEALTH,procès de nuremberg covid,full_word,646
French,PUBLIC_HEALTH,prochoix,full_word,647
French,PUBLIC_HEALTH,rapport d'ovni,full_word,648
French,PUBLIC_HEALTH,roe wade,full_word,649
French,PUBLIC_HEALTH,rougeole,full_word,650
French,PUBLIC_HEALTH,sang de serpent,full_word,651
French,PUBLIC_HEALTH,souche delta,full_word,652
French,PUBLIC_HEALTH,sras-cov-2,full_word,653
French,PUBLIC_HEALTH,test de flux latéral,full_word,654
French,PUBLIC_HEALTH,tyrannie médicale,full_word,655
French,PUBLIC_HEALTH,variant mongole,full_word,656
French,PUBLIC_HEALTH,variant sud-africaine,full_word,657
French,PUBLIC_HEALTH,variole du singe,full_word,658
French,PUBLIC_HEALTH,virus ccp,full_word,659
French,PUBLIC_HEALTH,virus jaune,full_word,660
French,PUBLIC_HEALTH,virus de wuhan,full_word,661
French,PUBLIC_HEALTH,pillule abortive,full_word,662
French,PUBLIC_HEALTH,pillule avortement,full_word,663
French,PUBLIC_HEALTH,avortement genocide,full_word,664
French,PUBLIC_HEALTH,avortement meutre,full_word,665
French,PUBLIC_HEALTH,avortement assasinat,full_word,666
French,PUBLIC_HEALTH,avortement cancer,full_word,667
French,PUBLIC_HEALTH,avortement sterile,full_word,668
French,PUBLIC_HEALTH,avortement danger,full_word,669
French,PUBLIC_HEALTH,ivg genocide,full_word,670
French,PUBLIC_HEALTH,ivg meurtre,full_word,671
French,PUBLIC_HEALTH,ivg cancer,full_word,672
French,PUBLIC_HEALTH,ivg sterile,full_word,673
French,PUBLIC_HEALTH,ivg danger,full_word,674
French,PUBLIC_HEALTH,ivg assassinat,full_word,675
French,PUBLIC_HEALTH,sidaique,full_word,676
French,PUBLIC_HEALTH,avortement meurtre,full_word,677
French,PUBLIC_HEALTH,protege vie avortement,full_word,678
French,PUBLIC_HEALTH,protege vie ivg,full_word,679
French,PUBLIC_HEALTH,#bigpharma,full_word,680
French,PUBLIC_HEALTH,#cevaccinnesertarien,full_word,681
French,PUBLIC_HEALTH,#jenemevaccineraipas,full_word,682
French,PUBLIC_HEALTH,#nonauvaccin,full_word,683
French,PUBLIC_HEALTH,#stopvaccin,full_word,684
French,PUBLIC_HEALTH,bigpharma vaccin,full_word,685
French,PUBLIC_HEALTH,bill gates vaccin,full_word,686
French,PUBLIC_HEALTH,complot vaccin,full_word,687
French,PUBLIC_HEALTH,complot vacciniation,full_word,688
French,PUBLIC_HEALTH,crise cardiaque vaccin,full_word,689
French,PUBLIC_HEALTH,diktat vaccin,full_word,690
French,PUBLIC_HEALTH,elite mondiale vaccin,full_word,691
French,PUBLIC_HEALTH,dépeuplement vaccin,full_word,692
French,PUBLIC_HEALTH,faux vaccin,full_word,693
French,PUBLIC_HEALTH,mort astrazeneca,full_word,694
French,PUBLIC_HEALTH,mort moderna,full_word,695
French,PUBLIC_HEALTH,mort pfzier,full_word,696
French,PUBLIC_HEALTH,mort spoutnik,full_word,697
French,PUBLIC_HEALTH,non passeport vaccinal,full_word,698
French,PUBLIC_HEALTH,oms complice vaccin,full_word,699
French,PUBLIC_HEALTH,pharma vaccin complot,full_word,700
French,PUBLIC_HEALTH,raoult vaccin,full_word,701
French,PUBLIC_HEALTH,rat laboratoire vaccin,full_word,702
French,PUBLIC_HEALTH,soros vaccin,full_word,703
French,PUBLIC_HEALTH,soros covid,full_word,704
French,PUBLIC_HEALTH,soros pandemie,full_word,705
French,PUBLIC_HEALTH,vaccin 5g,full_word,706
French,PUBLIC_HEALTH,vaccin assassin,full_word,707
French,PUBLIC_HEALTH,vaccin cobaye francais,full_word,708
French,PUBLIC_HEALTH,vaccin criminel,full_word,709
French,PUBLIC_HEALTH,vaccin danger,full_word,710
French,PUBLIC_HEALTH,vaccin desobeissance civile,full_word,711
French,PUBLIC_HEALTH,dictature,full_word,712
French,PUBLIC_HEALTH,sanitaire,full_word,713
French,PUBLIC_HEALTH,vaccin reduire population,full_word,714
French,PUBLIC_HEALTH,vaccin mort,full_word,715
French,PUBLIC_HEALTH,vaccin poison,full_word,716
French,PUBLIC_HEALTH,vaccin puce,full_word,717
French,PUBLIC_HEALTH,vaccin qanon,full_word,718
French,PUBLIC_HEALTH,vaccin toxique,full_word,719
French,PUBLIC_HEALTH,vaccin tue,full_word,720
French,PUBLIC_HEALTH,vaccin tuer population,full_word,721
French,PUBLIC_HEALTH,vaccination danger,full_word,722
French,PUBLIC_HEALTH,vaccin cobaye,full_word,723
French,PUBLIC_HEALTH,non vaccin,full_word,724
French,PUBLIC_HEALTH,cobaye covid,full_word,725
French,PUBLIC_HEALTH,cobaye coronavirus,full_word,726
French,PUBLIC_HEALTH,non vaccination,full_word,727
French,PUBLIC_HEALTH,covid qanon,full_word,728
French,PUBLIC_HEALTH,big pharma,full_word,729
French,PUBLIC_HEALTH,rothschild vaccin,full_word,730
French,PUBLIC_HEALTH,vaccin 666,full_word,731
French,PUBLIC_HEALTH,vaccin satan,full_word,732
French,PUBLIC_HEALTH,vaccin golem,full_word,733
French,PUBLIC_HEALTH,oms meurtre,full_word,734
French,PUBLIC_HEALTH,oms danger,full_word,735
French,PUBLIC_HEALTH,controle population oms,full_word,736
French,PUBLIC_HEALTH,non au testpcr,full_word,737
French,PUBLIC_HEALTH,génocide sanitaire,full_word,738
French,PUBLIC_HEALTH,fausse pandemie,full_word,739
French,PUBLIC_HEALTH,desobeissance civile,full_word,740
French,PUBLIC_HEALTH,non au port du masque obligatoire,full_word,741
French,PUBLIC_HEALTH,couvre-feu dictature,full_word,742
French,PUBLIC_HEALTH,masques révoltez-vous,full_word,743
French,PUBLIC_HEALTH,nonaumasque,full_word,744
French,PUBLIC_HEALTH,chloroquine,full_word,745
French,PUBLIC_HEALTH,coronagate,full_word,746
French,PUBLIC_HEALTH,vaccins obligatoires,full_word,747
French,PUBLIC_HEALTH,veran demission,full_word,748
French,PUBLIC_HEALTH,chinois responsable,full_word,749
French,PUBLIC_HEALTH,covid collabos,full_word,750
French,PUBLIC_HEALTH,covid mensonge,full_word,751
French,PUBLIC_HEALTH,remède éthanol,full_word,752
French,PUBLIC_HEALTH,remède javel,full_word,753
French,PUBLIC_HEALTH,révolte corona,full_word,754
French,MIGRANTS,enfants migrants,full_word,755
French,MIGRANTS,tommy robinson,full_word,756
French,MIGRANTS,invasion migratoire,full_word,757
French,MIGRANTS,étranger en situation irrégulière,full_word,758
French,MIGRANTS,étrangers illégaux,full_word,759
French,MIGRANTS,grand replacement,full_word,760
French,MIGRANTS,regroupement familiale crime originel,full_word,761
French,MIGRANTS,réfugié dehors,full_word,762
French,MIGRANTS,envahisseur,full_word,763
French,MIGRANTS,reimigration,full_word,764
French,MIGRANTS,menace migratoire,full_word,765
French,MIGRANTS,france aux francais,full_word,766
French,MIGRANTS,migrants dehors,full_word,767
French,MIGRANTS,sale migrant,full_word,768
French,MIGRANTS,sale réfugié,full_word,769
French,MIGRANTS,dégage migrant,full_word,770
French,MIGRANTS,dégage réfugié,full_word,771
French,MIGRANTS,pseudo migrant,full_word,772
French,MIGRANTS,faux migrant,full_word,773
French,MIGRANTS,faux réfugié,full_word,774
French,MIGRANTS,insécurité migrant,full_word,775
French,MIGRANTS,invasion africaine,full_word,776
French,MIGRANTS,reconquista,full_word,777
French,MIGRANTS,déferlement migratoire,full_word,778
French,MIGRANTS,immigrationdemasse,full_word,779
French,MIGRANTS,immigration terrorisme,full_word,780
French,MIGRANTS,oqtf,full_word,781
French,MIGRANTS,urgent rétablir frontières,full_word,782
French,MIGRANTS,#francaisreveillezvous,full_word,783
French,MIGRANTS,métèque,full_word,784
German,CLIMATE_CHANGE,greta thunberg,full_word,785
German,CLIMATE_CHANGE,energiewende,full_word,786
German,CLIMATE_CHANGE,co2,full_word,787
German,CLIMATE_CHANGE,umweltkatastrophe,full_word,788
German,CLIMATE_CHANGE,autolose städte,full_word,789
German,CLIMATE_CHANGE,die globale erwärmung,full_word,790
German,CLIMATE_CHANGE,chemieunfall,full_word,791
German,CLIMATE_CHANGE,klimawandel-schwindel,full_word,792
German,CLIMATE_CHANGE,klima hysterie,full_word,793
German,CLIMATE_CHANGE,klima elite,full_word,794
German,CLIMATE_CHANGE,klima-irre,full_word,795
German,CLIMATE_CHANGE,fridays for future,full_word,796
German,CLIMATE_CHANGE,klimareligion,full_word,797
German,CLIMATE_CHANGE,luisa neubauer,full_word,798
German,CLIMATE_CHANGE,klima-ideologen,full_word,799
German,CLIMATE_CHANGE,klima-terrroristen,full_word,800
German,CLIMATE_CHANGE,klima-chaoten,full_word,801
German,CLIMATE_CHANGE,klimakontrolle,full_word,802
German,PUBLIC_HEALTH,arzneimittel,full_word,803
German,PUBLIC_HEALTH,impfopfer,full_word,804
German,PUBLIC_HEALTH,impftote,full_word,805
German,PUBLIC_HEALTH,schlangenblut,full_word,806
German,PUBLIC_HEALTH,adrenochrom,full_word,807
German,PUBLIC_HEALTH,lambda-stamm,full_word,808
German,PUBLIC_HEALTH,haftung für gefährliche produkte,full_word,809
German,PUBLIC_HEALTH,nürnberger prozesse wegen covid,full_word,810
German,PUBLIC_HEALTH,virusmutation,full_word,811
German,PUBLIC_HEALTH,spike-protein,full_word,812
German,PUBLIC_HEALTH,vax-tod,full_word,813
German,PUBLIC_HEALTH,mrna-brühe,full_word,814
German,PUBLIC_HEALTH,epidemiekurve,full_word,815
German,PUBLIC_HEALTH,gen-impfung,full_word,816
German,PUBLIC_HEALTH,herzmuskelentzündung,full_word,817
German,PUBLIC_HEALTH,genspritze,full_word,818
German,PUBLIC_HEALTH,zusammengebrochen,full_word,819
German,PUBLIC_HEALTH,todesschuss,full_word,820
German,PUBLIC_HEALTH,nürnberg 2.0,full_word,821
German,PUBLIC_HEALTH,nebenwirkung,full_word,822
German,PUBLIC_HEALTH,stoppen sie den völkermord,full_word,823
German,PUBLIC_HEALTH,kein stich,full_word,824
German,PUBLIC_HEALTH,alien-agenda,full_word,825
German,PUBLIC_HEALTH,masern,full_word,826
German,PUBLIC_HEALTH,masken sind für sklaven,full_word,827
German,PUBLIC_HEALTH,psa,full_word,828
German,PUBLIC_HEALTH,ufo-bericht des pentagons,full_word,829
German,PUBLIC_HEALTH,keine kinder geimpft,full_word,830
German,PUBLIC_HEALTH,covid-pass,full_word,831
German,PUBLIC_HEALTH,maskenpflicht,full_word,832
German,PUBLIC_HEALTH,wahl des impfstoffs,full_word,833
German,PUBLIC_HEALTH,robert koch-institut,full_word,834
German,PUBLIC_HEALTH,rki,full_word,835
German,PUBLIC_HEALTH,who-diktatur,full_word,836
German,PUBLIC_HEALTH,nürnberg 2,full_word,837
German,PUBLIC_HEALTH,impfverletzungen,full_word,838
German,PUBLIC_HEALTH,spritze,full_word,839
German,PUBLIC_HEALTH,nürnberger code,full_word,840
German,PUBLIC_HEALTH,die große keulung,full_word,841
German,PUBLIC_HEALTH,system zur meldung unerwünschter impfstoffe,full_word,842
German,PUBLIC_HEALTH,khk,full_word,843
German,PUBLIC_HEALTH,karl lauterbach,full_word,844
German,PUBLIC_HEALTH,ema,full_word,845
German,PUBLIC_HEALTH,pharma-lobby,full_word,846
German,PUBLIC_HEALTH,impfverbrecher,full_word,847
German,PUBLIC_HEALTH,medizinische tyrannei,full_word,848
German,PUBLIC_HEALTH,gerinnsel,full_word,849
German,PUBLIC_HEALTH,unbekanntes,full_word,850
German,PUBLIC_HEALTH,flugobjekt,full_word,851
German,PUBLIC_HEALTH,gefährliche medizin,full_word,852
German,PUBLIC_HEALTH,wuhan-virus,full_word,853
German,PUBLIC_HEALTH,südafrikanische variante,full_word,854
German,PUBLIC_HEALTH,krebserregend,full_word,855
German,PUBLIC_HEALTH,pharmaindustrie,full_word,856
German,PUBLIC_HEALTH,big pharma,full_word,857
German,PUBLIC_HEALTH,pfizer,full_word,858
German,PUBLIC_HEALTH,biontech,full_word,859
German,PUBLIC_HEALTH,geldpocken,full_word,860
German,PUBLIC_HEALTH,bernsteinliste,full_word,861
German,PUBLIC_HEALTH,johnson und johnson,full_word,862
German,PUBLIC_HEALTH,koalition zur seuchenvorsorge,full_word,863
German,PUBLIC_HEALTH,ungeimpfte leben sind wichtig,full_word,864
German,PUBLIC_HEALTH,impfplan für kinder,full_word,865
German,PUBLIC_HEALTH,pferdepaste,full_word,866
German,PUBLIC_HEALTH,sicherheitsprobleme,full_word,867
German,PUBLIC_HEALTH,todesstoß,full_word,868
German,PUBLIC_HEALTH,impfvorschriften,full_word,869
German,PUBLIC_HEALTH,krebs,full_word,870
German,PUBLIC_HEALTH,zwangsimpfungen,full_word,871
German,PUBLIC_HEALTH,wlan der 5. generation,full_word,872
German,PUBLIC_HEALTH,gelbfieber,full_word,873
German,PUBLIC_HEALTH,mongolische variante,full_word,874
German,PUBLIC_HEALTH,wuhan-grippe,full_word,875
German,PUBLIC_HEALTH,china-virus,full_word,876
German,PUBLIC_HEALTH,ufo-bericht,full_word,877
German,PUBLIC_HEALTH,ungeimpft,full_word,878
German,PUBLIC_HEALTH,unbekannte luftphänomene,full_word,879
German,PUBLIC_HEALTH,salbei,full_word,880
German,PUBLIC_HEALTH,heilung,full_word,881
German,PUBLIC_HEALTH,medizin,full_word,882
German,PUBLIC_HEALTH,bell-lähmung,full_word,883
German,PUBLIC_HEALTH,millimeterwelle,full_word,884
German,PUBLIC_HEALTH,wlan der fünften generation,full_word,885
German,PUBLIC_HEALTH,tötungsschuss,full_word,886
German,PUBLIC_HEALTH,selbstisolation,full_word,887
German,PUBLIC_HEALTH,klinische versuche,full_word,888
German,PUBLIC_HEALTH,schlangengift,full_word,889
German,PUBLIC_HEALTH,nebenwirkungen des impfstoffs,full_word,890
German,PUBLIC_HEALTH,sucharit bhakdi,full_word,891
German,PUBLIC_HEALTH,verbrechen gegen die menschheit,full_word,892
German,PUBLIC_HEALTH,abflachung der kurve,full_word,893
German,PUBLIC_HEALTH,anti-impfstoff-influencer,full_word,894
German,PUBLIC_HEALTH,außerirdischer,full_word,895
German,PUBLIC_HEALTH,absichtliches gift,full_word,896
German,PUBLIC_HEALTH,ccp-biowaffe,full_word,897
German,PUBLIC_HEALTH,affenpocken,full_word,898
German,PUBLIC_HEALTH,inkubationszeitraum,full_word,899
German,PUBLIC_HEALTH,schlechte medizin,full_word,900
German,PUBLIC_HEALTH,patient null,full_word,901
German,PUBLIC_HEALTH,natürliche medizin,full_word,902
German,PUBLIC_HEALTH,antikörper,full_word,903
German,PUBLIC_HEALTH,versuchskaninchen,full_word,904
German,PUBLIC_HEALTH,herzstillstand,full_word,905
German,PUBLIC_HEALTH,ccp-virus,full_word,906
German,PUBLIC_HEALTH,schlechte wissenschaft,full_word,907
German,PUBLIC_HEALTH,delta-stamm,full_word,908
German,PUBLIC_HEALTH,big-tech-zensur,full_word,909
German,PUBLIC_HEALTH,lass die körper auf den boden fallen,full_word,910
German,PUBLIC_HEALTH,rote ankünfte,full_word,911
German,PUBLIC_HEALTH,pro-safe-impfstoff,full_word,912
German,PUBLIC_HEALTH,herdenimmunität,full_word,913
German,PUBLIC_HEALTH,vaers-datenbank,full_word,914
German,PUBLIC_HEALTH,kontaktverfolgung,full_word,915
German,PUBLIC_HEALTH,homöopathisch,full_word,916
German,PUBLIC_HEALTH,asymptomatisch,full_word,917
German,PUBLIC_HEALTH,corona-diktatur,full_word,918
German,PUBLIC_HEALTH,coronavirus,full_word,919
German,PUBLIC_HEALTH,mandat,full_word,920
German,PUBLIC_HEALTH,gift cocktail,full_word,921
German,PUBLIC_HEALTH,schnelltests,full_word,922
German,PUBLIC_HEALTH,pro-wahl,full_word,923
German,PUBLIC_HEALTH,abtreibung,full_word,924
German,PUBLIC_HEALTH,gynäkologie,full_word,925
German,PUBLIC_HEALTH,pro-choice,full_word,926
German,PUBLIC_HEALTH,prochoice,full_word,927
German,PUBLIC_HEALTH,fötus,full_word,928
German,PUBLIC_HEALTH,roe gegen wade,full_word,929
German,PUBLIC_HEALTH,istanbuler konvention,full_word,930
German,PUBLIC_HEALTH,menstruationsurlaub,full_word,931
German,PUBLIC_HEALTH,menstruation,full_word,932
German,MIGRANTS,anti-schwuchtel-gesetze,full_word,933
German,MIGRANTS,einwanderung,full_word,934
German,MIGRANTS,einwanderungswelle,full_word,935
German,MIGRANTS,invasion,full_word,936
German,MIGRANTS,kindermigranten werden vermisst,full_word,937
German,MIGRANTS,kriminalität,full_word,938
German,MIGRANTS,undankbarkeit,full_word,939
German,MIGRANTS,undankbar,full_word,940
German,MIGRANTS,vergewaltigung,full_word,941
German,MIGRANTS,vergewaltigen,full_word,942
German,MIGRANTS,sozialtourismus,full_word,943
German,MIGRANTS,sozial-tourismus,full_word,944
German,MIGRANTS,sozialtouristen,full_word,945
German,MIGRANTS,sozialleistung ausnutzen,full_word,946
German,MIGRANTS,auf staatskosten,full_word,947
German,MIGRANTS,sozialstaat ausnutzen,full_word,948
German,MIGRANTS,wohnungsnot,full_word,949
German,MIGRANTS,luxusflüchtling,full_word,950
German,MIGRANTS,luxus flüchtling,full_word,951
German,MIGRANTS,luxusunterkünfte,full_word,952
German,MIGRANTS,messer migranten,full_word,953
German,MIGRANTS,messermigranten,full_word,954
German,MIGRANTS,horde,full_word,955
German,MIGRANTS,ausländerkriminalität,full_word,956
Greek,CLIMATE_CHANGE,στρατηγικές προσαρμογής,full_word,957
Greek,CLIMATE_CHANGE,μόλυνση του αέρα,full_word,958
Greek,CLIMATE_CHANGE,απώλεια βιοποικολότητας,full_word,959
Greek,CLIMATE_CHANGE,πόλεις χωρίς αυτοκίνητα,full_word,960
Greek,CLIMATE_CHANGE,εκπομπές διοξειδίου του άνθρακα,full_word,961
Greek,CLIMATE_CHANGE,εκπομπές άνθρακα,full_word,962
Greek,CLIMATE_CHANGE,αποτύπωμα άνθρακα,full_word,963
Greek,CLIMATE_CHANGE,τιμολόγηση άνθρακα,full_word,964
Greek,CLIMATE_CHANGE,δέσμευση άνθρακα,full_word,965
Greek,CLIMATE_CHANGE,διαρροή χημικών,full_word,966
Greek,CLIMATE_CHANGE,καθαρή ενέργεια,full_word,967
Greek,CLIMATE_CHANGE,τεχνολογία καθαρής ενέργειας,full_word,968
Greek,CLIMATE_CHANGE,ακτιβισμός για το κλίμα,full_word,969
Greek,CLIMATE_CHANGE,δράση για το κλίμα,full_word,970
Greek,CLIMATE_CHANGE,προσαρμογή στην κλιματική αλλαγή,full_word,971
Greek,CLIMATE_CHANGE,απάτη της κλιματικής αλλαγής,full_word,972
Greek,CLIMATE_CHANGE,κλιματική κρίση,full_word,973
Greek,CLIMATE_CHANGE,περιβαλλοντική εκπαίδευση,full_word,974
Greek,CLIMATE_CHANGE,χρηματοδότηση για το κλίμα,full_word,975
Greek,CLIMATE_CHANGE,επίδραση του κλίματος στο οικοσύστημα,full_word,976
Greek,CLIMATE_CHANGE,δικαιοσύνη για το κλίμα,full_word,977
Greek,CLIMATE_CHANGE,μετριασμός των επιπτώσεων της κλιματικής αλλαγής,full_word,978
Greek,CLIMATE_CHANGE,μοντελοποίηση του κλίματος,full_word,979
Greek,CLIMATE_CHANGE,κλιματική πολιτική,full_word,980
Greek,CLIMATE_CHANGE,κλιματικοί πρόσφυγες,full_word,981
Greek,CLIMATE_CHANGE,κλιματική ανθεκτικότητα,full_word,982
Greek,CLIMATE_CHANGE,επιστήμη του κλίματος,full_word,983
Greek,CLIMATE_CHANGE,κλιματική μεταβλητότητα,full_word,984
Greek,CLIMATE_CHANGE,copernicus,full_word,985
Greek,CLIMATE_CHANGE,αποδάσωση,full_word,986
Greek,CLIMATE_CHANGE,ξηρασίες,full_word,987
Greek,CLIMATE_CHANGE,φιλικό προς το περιβάλλον,full_word,988
Greek,CLIMATE_CHANGE,εκπομπές,full_word,989
Greek,CLIMATE_CHANGE,περιβάλλον,full_word,990
Greek,CLIMATE_CHANGE,έλεγχος της διάβρωσης,full_word,991
Greek,CLIMATE_CHANGE,ακραίος καιρός,full_word,992
Greek,CLIMATE_CHANGE,ακραία καιρικά φαινόμενα,full_word,993
Greek,CLIMATE_CHANGE,δασοπυρκαγίες,full_word,994
Greek,CLIMATE_CHANGE,ορυκτά καύσιμα,full_word,995
Greek,CLIMATE_CHANGE,παρασκευή για το κλίμα,full_word,996
Greek,CLIMATE_CHANGE,μηχανική κλίματος,full_word,997
Greek,CLIMATE_CHANGE,παγετώνες,full_word,998
Greek,CLIMATE_CHANGE,παγκόσμια θερμοκρασία,full_word,999
Greek,CLIMATE_CHANGE,παγκόσμια υπερθέρμανση,full_word,1000
Greek,CLIMATE_CHANGE,φαινόμενο του θερμοκηπίου,full_word,1001
Greek,CLIMATE_CHANGE,αέρια του θερμοκηπίου,full_word,1002
Greek,CLIMATE_CHANGE,γκρέτα τούνμπεργκ,full_word,1003
Greek,CLIMATE_CHANGE,διατήρηση ειδών και οικοτόπων,full_word,1004
Greek,CLIMATE_CHANGE,καταστροφή ειδών και οικοτόπων,full_word,1005
Greek,CLIMATE_CHANGE,καύσωνες,full_word,1006
Greek,CLIMATE_CHANGE,λιώσιμο των πάγων,full_word,1007
Greek,CLIMATE_CHANGE,διατήρηση της θαλάσσιας φύσης,full_word,1008
Greek,CLIMATE_CHANGE,μικροπλαστικά,full_word,1009
Greek,CLIMATE_CHANGE,μέτρα μετριασμού,full_word,1010
Greek,CLIMATE_CHANGE,φυσικές καταστροφές,full_word,1011
